pair,start,end,div_cum,broad_cum,excess_cum,excess_ann
红利低波100-中证800,2021-05-07,2026-07-16,0.5087713909608591,0.13915821247397875,0.36961317848688036,0.03770983746509482
红利低波100-中证800,2021-05-10,2026-07-17,0.4923882055472961,0.09198385743471205,0.4004043481125841,0.041316785267691
红利低波100-中证800,2021-05-11,2026-07-20,0.5272531354738463,0.09596187139916057,0.43129126407468577,0.04421602900393218
红利低波100-中证800,2021-05-12,2026-07-21,0.5075857734653386,0.12976346801497662,0.377822305450362,0.038620645023400346
红利低波100-中证800,2021-05-13,2026-07-22,0.5288953132208847,0.13598022645736196,0.3929150867635227,0.039978111543451655
红利低波100-中证800,2021-05-14,2026-07-23,0.5314662699000428,0.11351472036711963,0.41795154953292313,0.04268148147252693
红利低波100-中证800,2021-05-17,2026-07-24,0.5205482882485788,0.07809281207857888,0.4424554761699999,0.045560506051107286
红利低波100-中证800,2021-05-18,2026-07-27,0.517529689936804,0.0930105066240956,0.42451918331270844,0.04361507534195663
红利低波100-中证800,2021-05-19,2026-07-28,0.5472591381099441,0.06285237355703122,0.48440676455291287,0.04980249474867482
红利低波100-中证800,2021-05-20,2026-07-29,0.5862050497197155,0.07021246266197201,0.5159925870577435,0.05264320888811391
红利低波100-中证800,2021-05-21,2026-07-30,0.6104951981218816,0.062393996614779956,0.5481012015071016,0.05578128888897016
红利低波100-中证800,2021-05-24,2026-07-31,0.6011009689140911,0.07223505158422183,0.5288659173298693,0.053807140529826825
红利低波100-中证800,2021-05-25,2026-08-03,0.5907970664858311,0.0336856828256602,0.5571113836601709,0.05718305043411287
红利低波100-中证800,2021-05-26,2026-08-04,0.5526181823990959,0.0497735976054845,0.5028445847936114,0.05177871648009935
红利低波100-中证800,2021-05-27,2026-08-05,0.5326953780410764,0.0619181541045466,0.47077722393652977,0.04852541842126423
红利低波100-中证800,2021-05-28,2026-08-06,0.5291252832329028,0.06459458520070704,0.4645306980321957,0.047885846747377725
红利低波100-中证800,2021-05-31,2026-08-07,0.5212198626159086,0.07359515709835351,0.44762470551755507,0.04612609749395502
红利低波100-中证800,2021-06-01,2026-08-10,0.5330355732463921,0.07475222430356343,0.45828334894282863,0.04712261343748092
红利低波100-中证800,2021-06-02,2026-08-11,0.5307348023575207,0.07595070822694816,0.4547840941305725,0.046770106481211826
红利低波100-中证800,2021-06-03,2026-08-12,0.5171698811511694,0.08916933921086478,0.42800054194030457,0.04400648179393585
红利低波100-中证800,2021-06-04,2026-08-13,0.5205795711189793,0.07622708297035619,0.44435248814862316,0.045771415442524166
红利低波100-中证800,2021-06-07,2026-08-14,0.5194778626096261,0.07698031144531603,0.4424975511643101,0.04558226569068702
红利低波100-中证800,2021-06-08,2026-08-17,0.5138959165166379,0.10538972644103928,0.40850619007559863,0.04189966768958797
红利低波100-中证800,2021-06-09,2026-08-18,0.505931321594624,0.10130595665016173,0.4046253649444622,0.04158733909298107
红利低波100-中证800,2021-06-10,2026-08-19,0.5097093548254519,0.055459740572358696,0.4542496142530932,0.04705646277319642
红利低波100-中证800,2021-06-11,2026-08-20,0.5128828378603865,0.06699634799191623,0.44588648986847024,0.04606668074278897
红利低波100-中证800,2021-06-15,2026-08-21,0.5073277338769737,0.08352691330992101,0.4238008205670527,0.04369103464954782
红利低波100-中证800,2021-06-16,2026-08-24,0.5187456807781861,0.08631685950272994,0.4324288212754561,0.04447363581288233
红利低波100-中证800,2021-06-17,2026-08-25,0.5279452820284671,0.07812498770402754,0.4498202943244396,0.04626223157346465
红利低波100-中证800,2021-06-18,2026-08-26,0.5415895989660033,0.08495149902543697,0.45663809994056637,0.04679942015605709
红利低波100-中证800,2021-06-21,2026-08-27,0.5343807422824045,0.09886341611830218,0.4355173261641023,0.044573383307686454
红利低波100-中证800,2021-06-22,2026-08-28,0.5272736759448875,0.08682868851387648,0.440444987431011,0.04523027289071457
中证红利-沪深300,2010-01-04,2015-03-18,0.2842157263403846,0.1979042495104355,0.08631147682994911,0.00905262260175066
中证红利-沪深300,2010-01-05,2015-03-19,0.2778333690634893,0.18626962179104223,0.0915637472724471,0.009634607876070955
中证红利-沪深300,2010-01-06,2015-03-20,0.2919837461221042,0.2101685801207731,0.0818151660013311,0.008550393182097604
中证红利-沪深300,2010-01-07,2015-03-23,0.34856193925667633,0.25987755338105245,0.08868438587562388,0.009096967618612117
中证红利-沪深300,2010-01-08,2015-03-24,0.3558683615998983,0.25704902387142115,0.09881933772847717,0.010128922119721384
中证红利-沪深300,2010-01-11,2015-03-25,0.35374316909214487,0.24603534159570395,0.10770782749644092,0.011065445034684984
中证红利-沪深300,2010-01-12,2015-03-26,0.331134072364768,0.23038722089108754,0.10074685147368045,0.010419540418214801
中证红利-沪深300,2010-01-13,2015-03-27,0.3881659002956237,0.27828813136344777,0.10987776893217593,0.011159173572009795
中证红利-沪深300,2010-01-14,2015-03-30,0.40210004308596714,0.2976070255797576,0.10449301750620954,0.010552033667512895
